CuisineType,RestaurantID,RestaurantName,Segment,Subregion,GrowthFactor,AOV,MonthlyOrders,InStoreOrders,InStoreRevenue,UberEatsOrders,DoorDashOrders,SelfDeliveryOrders,UberEatsRevenue,DoorDashRevenue,SelfDeliveryRevenue,COGSRate,OPEXRate,CommissionRate,DeliveryRadiusKM,DeliveryCostPerOrder,SD_DeliveryTotalCost,InStoreNetProfit,UberEatsNetProfit,DoorDashNetProfit,SelfDeliveryNetProfit,InStoreShare,UE_share,DD_share,SD_share,Final_InStoreShare,Final_UE_share,Final_DD_share,Final_SD_share,TotalDeliveryOrders,TotalRevenue,TotalNetProfit,AggregatorOrders,AggregatorDependence,InStoreReliance,AggregatorRiskCategory
Indian,25939,Curry Cafe,Full-service,CBD,0.99,32.69,772,123,4020.87,324,195,130,10591.56,6374.55,4249.7,0.352214366337284,0.485965327802114,0.32,10,2.95,383.5,650.66,-1675.37,-1008.32,304.19,0.19,0.5,0.3,0.2,0.15932642487046633,0.41968911917098445,0.25259067357512954,0.16839378238341968,649,25236.68,-1728.8400000000001,519,0.6722797927461139,0.15932642487046633,Medium Risk
Indian,25337,Spice House,Full-service,West Auckland,1.04,32.02,1469,356,11399.12,556,334,223,17803.12,10694.68,7140.46,0.379499956371728,0.494955799099989,0.31,7,2.07,461.61,1431.09,-3283.89,-1972.7,434.83,0.32,0.5,0.3,0.2,0.2423417290673928,0.37848876786929886,0.2273655547991831,0.15180394826412524,1113,47037.38,-3390.67,890,0.6058543226684819,0.2423417290673928,Medium Risk
Indian,25336,Tandoori Diner,Cafe,West Auckland,1.04,40.5,1264,155,6277.5,554,333,222,22437.0,13486.5,8991.0,0.246210811920464,0.365804946655408,0.32,13,3.84,852.48,2435.57,1525.36,916.87,2635.89,0.14,0.5,0.3,0.2,0.12262658227848101,0.43829113924050633,0.2634493670886076,0.17563291139240506,1109,51192.0,7513.6900000000005,887,0.7017405063291139,0.12262658227848101,High Risk
Indian,25862,Curry Corner,QSR,South Auckland,1.05,31.86,563,69,2198.34,247,148,99,7869.42,4715.28,3154.14,0.215387890022248,0.441896405839361,0.31,13,3.84,380.16,753.41,257.45,154.26,700.81,0.14,0.5,0.3,0.2,0.12255772646536411,0.43872113676731794,0.26287744227353466,0.17584369449378331,494,17937.18,1865.9299999999998,395,0.7015985790408525,0.12255772646536411,High Risk
Indian,25218,Curry Eatery,Cafe,CBD,0.99,41.8,937,77,3218.6,430,258,172,17974.0,10784.4,7189.6,0.250285366009921,0.379183530481532,0.29,6,1.77,304.44,1192.59,1447.47,868.48,2359.53,0.09,0.5,0.3,0.2,0.08217716115261472,0.4589114194236926,0.2753468516542156,0.18356456776947705,860,39166.6,5868.07,688,0.7342582710779082,0.08217716115261472,High Risk
Indian,25582,Tandoori Bistro,Full-service,South Auckland,1.05,32.71,1886,435,14228.85,726,435,290,23747.46,14228.85,9485.9,0.372665001999121,0.530481758853421,0.28,16,4.72,1368.8,1378.11,-4349.27,-2605.97,-450.06,0.3,0.5,0.3,0.2,0.23064687168610817,0.38494167550371156,0.23064687168610817,0.1537645811240721,1451,61691.06,-6027.190000000001,1161,0.6155885471898197,0.23064687168610817,Medium Risk
Indian,26674,Royal House,Full-service,West Auckland,1.04,45.84,1776,308,14118.72,734,440,294,33646.56,20169.6,13476.96,0.383812814799603,0.532299350085668,0.27,8,2.36,693.84,1184.39,-6262.03,-3753.81,436.71,0.21,0.5,0.3,0.2,0.17342342342342343,0.4132882882882883,0.24774774774774774,0.16554054054054054,1468,81411.84,-8394.74,1174,0.661036036036036,0.17342342342342343,Medium Risk
Indian,26312,Royal Corner,Cafe,CBD,0.99,40.75,1329,131,5338.25,599,359,240,24409.25,14629.25,9780.0,0.239654354639351,0.370142450649291,0.3,10,2.95,708.0,2083.0,2201.79,1319.61,3108.19,0.11,0.5,0.3,0.2,0.09857035364936043,0.4507148231753198,0.27012791572610984,0.18058690744920994,1198,54156.75,8712.59,958,0.7208427389014297,0.09857035364936043,High Risk
Indian,26555,Tandoori Tavern,Cafe,South Auckland,1.05,41.1,1048,120,4932.0,464,278,186,19070.4,11425.8,7644.6,0.238788859136403,0.395165687031113,0.29,18,5.31,987.66,1805.34,1450.22,868.88,1810.61,0.13,0.5,0.3,0.2,0.11450381679389313,0.44274809160305345,0.2652671755725191,0.17748091603053434,928,43072.799999999996,5935.049999999999,742,0.7080152671755725,0.11450381679389313,High Risk
Indian,25103,Royal Tavern,Cafe,South Auckland,1.05,44.19,481,55,2430.45,213,128,85,9412.47,5656.32,3756.15,0.247696290276945,0.385943020856939,0.31,15,4.43,376.55,890.42,530.49,318.79,999.56,0.13,0.5,0.3,0.2,0.11434511434511435,0.44282744282744285,0.2661122661122661,0.17671517671517672,426,21255.39,2739.2599999999998,341,0.7089397089397089,0.11434511434511435,High Risk
Indian,26597,Spice Tavern,Cafe,CBD,0.99,44.0,970,119,5236.0,426,255,170,18744.0,11220.0,7480.0,0.202396530248225,0.363575630681589,0.27,15,4.43,753.1,2272.57,3074.54,1840.39,2493.43,0.14,0.5,0.3,0.2,0.12268041237113401,0.43917525773195876,0.26288659793814434,0.17525773195876287,851,42680.0,9680.93,681,0.702061855670103,0.12268041237113401,High Risk
Indian,25345,Tandoori Kitchen,Cafe,CBD,0.99,30.42,551,67,2038.14,242,145,97,7361.64,4410.9,2950.74,0.234786411654204,0.443164036958478,0.3,4,1.18,114.46,656.38,162.32,97.26,835.82,0.14,0.5,0.3,0.2,0.12159709618874773,0.43920145190562615,0.2631578947368421,0.17604355716878403,484,16761.42,1751.7800000000002,387,0.7023593466424682,0.12159709618874773,High Risk
Indian,25507,Bombay Bistro,Cafe,North Shore,1.03,41.47,506,62,2571.14,222,133,89,9206.34,5515.51,3690.83,0.263065988197923,0.449756935448386,0.27,13,3.84,341.76,738.37,158.14,94.74,718.16,0.14,0.5,0.3,0.2,0.1225296442687747,0.43873517786561267,0.2628458498023715,0.17588932806324112,444,20983.82,1709.4099999999999,355,0.7015810276679841,0.1225296442687747,High Risk
Indian,25064,Curry Kitchen,QSR,South Auckland,1.05,39.79,1108,144,5729.76,482,289,193,19178.78,11499.31,7679.47,0.274862326569855,0.387011474813335,0.29,16,4.72,910.96,1937.38,923.0,553.42,1685.67,0.15,0.5,0.3,0.2,0.1299638989169675,0.43501805054151627,0.2608303249097473,0.17418772563176896,964,44087.32,5099.47,771,0.6958483754512635,0.1299638989169675,Medium Risk
Indian,25913,Bombay Bistro,Full-service,North Shore,1.03,39.72,1516,220,8738.4,648,389,259,25738.56,15451.08,10287.48,0.383225433982443,0.51841914053075,0.27,5,1.48,383.32,859.47,-4417.88,-2652.09,628.51,0.17,0.5,0.3,0.2,0.14511873350923482,0.42744063324538256,0.25659630606860157,0.170844327176781,1296,60215.520000000004,-5581.99,1037,0.6840369393139841,0.14511873350923482,Medium Risk
Indian,26333,Curry Bistro,Cafe,South Auckland,1.05,39.15,1282,147,5755.05,568,340,227,22237.2,13311.0,8887.05,0.230716460198164,0.444402274116874,0.27,14,4.13,937.51,1869.71,1220.41,730.52,1949.73,0.13,0.5,0.3,0.2,0.11466458658346333,0.44305772230889234,0.26521060842433697,0.17706708268330734,1135,50190.3,5770.37,908,0.7082683307332294,0.11466458658346333,High Risk
Indian,26401,Tandoori House,QSR,South Auckland,1.05,39.1,510,37,1446.7,236,142,95,9227.6,5552.2,3714.5,0.204883327204734,0.423674208926968,0.31,13,3.84,364.8,537.37,566.97,341.14,1014.92,0.08,0.5,0.3,0.2,0.07254901960784314,0.4627450980392157,0.2784313725490196,0.18627450980392157,473,19941.0,2460.4,378,0.7411764705882353,0.07254901960784314,High Risk
Indian,25270,Royal Grill,Cafe,North Shore,1.03,44.24,1636,148,6547.52,744,446,298,32914.56,19731.04,13183.52,0.228769693505019,0.427074353815988,0.27,7,2.07,616.86,2253.37,2440.81,1463.17,3920.33,0.1,0.5,0.3,0.2,0.09046454767726161,0.4547677261613692,0.2726161369193154,0.1821515892420538,1488,72376.64,10077.68,1190,0.7273838630806846,0.09046454767726161,High Risk
Indian,25959,Tandoori House,Cafe,North Shore,1.03,32.04,524,60,1922.4,232,139,93,7433.28,4453.56,2979.72,0.219312045294791,0.381069437088445,0.27,4,1.18,109.74,768.23,963.49,577.26,1081.01,0.13,0.5,0.3,0.2,0.11450381679389313,0.44274809160305345,0.2652671755725191,0.17748091603053434,464,16788.960000000003,3389.99,371,0.7080152671755725,0.11450381679389313,High Risk
Indian,26445,Bombay Grill,Full-service,West Auckland,1.04,42.58,1038,158,6727.64,440,264,176,18735.2,11241.12,7494.08,0.395378248509951,0.512961703492329,0.32,6,1.77,311.52,616.66,-4277.99,-2566.8,375.39,0.18,0.5,0.3,0.2,0.15221579961464354,0.4238921001926782,0.2543352601156069,0.16955684007707128,880,44198.04,-5852.74,704,0.6782273603082851,0.15221579961464354,Medium Risk
Indian,26689,Tandoori Cafe,Full-service,North Shore,1.03,42.48,927,191,8113.68,368,221,147,15632.64,9388.08,6244.56,0.355269491649233,0.45088061185088,0.33,18,5.31,780.57,1572.84,-2128.39,-1278.19,429.94,0.26,0.5,0.3,0.2,0.20604099244875945,0.3969795037756203,0.238403451995685,0.15857605177993528,736,39378.96,-1403.8,589,0.6353829557713053,0.20604099244875945,Medium Risk
Indian,26285,Bombay Corner,Cafe,CBD,0.99,31.62,1649,189,5976.18,730,438,292,23082.6,13849.56,9233.04,0.26230069629848,0.39293724889867,0.3,8,2.36,689.12,2060.36,1033.22,619.93,2494.08,0.13,0.5,0.3,0.2,0.11461491813220133,0.4426925409338993,0.2656155245603396,0.17707701637355974,1460,52141.38,6207.59,1168,0.708308065494239,0.11461491813220133,High Risk
Indian,25479,Curry Bistro,QSR,North Shore,1.03,39.98,641,68,2718.64,286,172,115,11434.28,6876.56,4597.7,0.265662389323115,0.358416500827298,0.29,4,1.18,135.7,1021.99,982.45,590.84,1592.67,0.12,0.5,0.3,0.2,0.1060842433697348,0.44617784711388453,0.26833073322932915,0.1794071762870515,573,25627.18,4187.950000000001,458,0.7145085803432137,0.1060842433697348,High Risk
Indian,26207,Bombay Eatery,QSR,CBD,0.99,38.65,604,74,2860.1,265,159,106,10242.25,6145.35,4096.9,0.257352492902428,0.40286834645085,0.32,16,4.72,500.32,971.8,202.58,121.55,891.72,0.14,0.5,0.3,0.2,0.12251655629139073,0.43874172185430466,0.2632450331125828,0.17549668874172186,530,23344.6,2187.6499999999996,424,0.7019867549668874,0.12251655629139073,High Risk
Indian,25724,Spice House,Ghost Kitchen,South Auckland,1.05,41.71,1373,113,4713.23,630,378,252,26277.3,15766.38,10510.92,0.266961202840321,0.253399959648959,0.28,7,2.07,521.64,2260.65,5245.97,3147.58,4519.81,0.09,0.5,0.3,0.2,0.08230152949745084,0.4588492352512746,0.2753095411507647,0.18353969410050983,1260,57267.829999999994,15174.010000000002,1008,0.7341587764020393,0.08230152949745084,High Risk
Indian,25238,Spice Bistro,Full-service,CBD,0.99,32.21,485,87,2802.27,199,119,80,6409.79,3832.99,2576.8,0.351886709034443,0.498530267947353,0.29,9,2.66,212.8,419.17,-900.04,-538.22,172.65,0.22,0.5,0.3,0.2,0.17938144329896907,0.41030927835051545,0.24536082474226803,0.16494845360824742,398,15621.849999999999,-846.4399999999999,318,0.6556701030927835,0.17938144329896907,Medium Risk
Indian,26492,Curry Eatery,QSR,North Shore,1.03,37.39,940,122,4561.58,409,245,164,15292.51,9160.55,6131.96,0.224889688119292,0.40166338889394,0.29,9,2.66,436.24,1703.51,1276.11,764.42,1853.72,0.15,0.5,0.3,0.2,0.12978723404255318,0.4351063829787234,0.26063829787234044,0.17446808510638298,818,35146.6,5597.76,654,0.6957446808510638,0.12978723404255318,Medium Risk
Indian,25320,Tandoori Corner,Full-service,South Auckland,1.05,34.11,1716,416,14189.76,650,390,260,22171.5,13302.9,8868.6,0.359559498040471,0.476637484016828,0.27,17,5.02,1305.2,2324.33,-2354.55,-1412.73,147.5,0.32,0.5,0.3,0.2,0.24242424242424243,0.3787878787878788,0.22727272727272727,0.15151515151515152,1300,58532.76,-1295.4500000000003,1040,0.6060606060606061,0.24242424242424243,Medium Risk
Indian,26399,Curry Diner,QSR,West Auckland,1.04,33.57,1622,160,5371.2,731,439,292,24539.67,14737.23,9802.44,0.258429350443184,0.361078180908225,0.29,15,4.43,1293.56,2043.7,2220.66,1333.61,2436.19,0.11,0.5,0.3,0.2,0.09864364981504316,0.45067817509247843,0.27065351418002465,0.18002466091245375,1462,54450.54,8034.16,1170,0.7213316892725031,0.09864364981504316,High Risk
Indian,25767,Tandoori Eatery,QSR,CBD,0.99,30.55,1366,112,3421.6,627,376,251,19154.85,11486.8,7668.05,0.277970379982144,0.371558752236888,0.29,8,2.36,592.36,1199.17,1158.31,694.62,2095.07,0.09,0.5,0.3,0.2,0.08199121522693997,0.45900439238653,0.2752562225475842,0.18374816983894582,1254,41731.3,5147.17,1003,0.7342606149341142,0.08199121522693997,High Risk
Indian,25404,Curry Kitchen,Cafe,CBD,0.99,39.42,1547,127,5006.34,710,426,284,27988.2,16792.92,11195.28,0.205401578303427,0.443159784423187,0.28,14,4.13,1172.92,1759.42,1999.44,1199.66,2761.53,0.09,0.5,0.3,0.2,0.08209437621202327,0.45895281189398834,0.27537168713639304,0.18358112475759533,1420,60982.74,7720.050000000001,1136,0.7343244990303813,0.08209437621202327,High Risk
Indian,25202,Bombay Corner,Ghost Kitchen,North Shore,1.03,40.04,1418,92,3683.68,663,398,265,26546.52,15935.92,10610.6,0.291234462964348,0.259023642307147,0.3,18,5.31,1407.15,1656.71,3975.13,2386.27,3364.88,0.07,0.5,0.3,0.2,0.06488011283497884,0.4675599435825106,0.28067700987306066,0.18688293370944992,1326,56776.72,11382.990000000002,1061,0.7482369534555712,0.06488011283497884,High Risk
Indian,25325,Tandoori Grill,QSR,West Auckland,1.04,34.01,1213,89,3026.89,562,337,225,19113.62,11461.37,7652.25,0.279793931487948,0.408069194294512,0.27,6,1.77,398.25,944.8,805.39,482.95,1990.3,0.08,0.5,0.3,0.2,0.07337180544105523,0.46331409727947237,0.27782357790601814,0.18549051937345423,1124,41254.13,4223.44,899,0.7411376751854906,0.07337180544105523,High Risk
Indian,26621,Tandoori Eatery,QSR,CBD,0.99,40.33,628,72,2903.76,278,167,111,11211.74,6735.11,4476.63,0.26501995574683,0.399025585385971,0.33,16,4.72,523.92,975.53,66.76,40.1,980.02,0.13,0.5,0.3,0.2,0.11464968152866242,0.4426751592356688,0.2659235668789809,0.1767515923566879,556,25327.24,2062.41,445,0.7085987261146497,0.11464968152866242,High Risk
Indian,26096,Spice Grill,Full-service,South Auckland,1.05,45.37,1762,229,10389.73,766,460,307,34753.42,20870.2,13928.59,0.373291050165426,0.50635389033705,0.28,6,1.77,543.39,1250.46,-5548.21,-3331.82,1132.99,0.15,0.5,0.3,0.2,0.12996594778660614,0.43473325766174803,0.26106696935300794,0.17423382519863792,1533,79941.93999999999,-6496.58,1226,0.695800227014756,0.12996594778660614,Medium Risk
Indian,26097,Royal Grill,Ghost Kitchen,West Auckland,1.04,38.59,633,57,2199.63,288,173,115,11113.92,6676.07,4437.85,0.283717413037084,0.223925864184275,0.28,7,2.07,238.05,1083.0,2360.12,1417.71,1946.96,0.1,0.5,0.3,0.2,0.09004739336492891,0.4549763033175355,0.27330173775671407,0.18167456556082148,576,24427.47,6807.79,461,0.7282780410742496,0.09004739336492891,High Risk
Indian,26219,Royal Kitchen,QSR,North Shore,1.03,36.34,1293,128,4651.52,582,350,233,21149.88,12719.0,8467.22,0.273164425063878,0.437278969050385,0.31,15,4.43,1032.19,1346.88,-432.38,-260.02,1419.55,0.11,0.5,0.3,0.2,0.09899458623356536,0.45011600928074247,0.27068832173240526,0.18020108275328692,1165,46987.62,2074.03,932,0.7208043310131477,0.09899458623356536,High Risk
Indian,25047,Tandoori Eatery,QSR,West Auckland,1.04,44.82,734,78,3495.96,328,197,131,14700.96,8829.54,5871.42,0.244568080697209,0.403566297888756,0.32,14,4.13,541.03,1230.11,468.46,281.36,1524.92,0.12,0.5,0.3,0.2,0.10626702997275204,0.44686648501362397,0.2683923705722071,0.1784741144414169,656,32897.88,3504.85,525,0.715258855585831,0.10626702997275204,High Risk
Indian,25697,Royal House,QSR,South Auckland,1.05,41.5,883,87,3610.5,398,239,159,16517.0,9918.5,6598.5,0.220556069426239,0.42173113625031,0.31,17,5.02,798.18,1291.52,788.07,473.24,1562.19,0.11,0.5,0.3,0.2,0.0985277463193658,0.4507361268403171,0.2706681766704417,0.18006795016987542,796,36644.5,4115.02,637,0.7214043035107588,0.0985277463193658,High Risk
Indian,26465,Tandoori Diner,QSR,North Shore,1.03,34.89,1339,143,4989.27,598,359,239,20864.22,12525.51,8338.71,0.216410799063742,0.360744556062855,0.3,17,5.02,1199.78,2109.69,2563.06,1538.69,2326.2,0.12,0.5,0.3,0.2,0.10679611650485436,0.44660194174757284,0.2681105302464526,0.17849141150112025,1196,46717.71,8537.64,957,0.7147124719940254,0.10679611650485436,High Risk
Indian,26222,Bombay Tavern,Cafe,CBD,0.99,35.06,1469,145,5083.7,662,397,265,23209.72,13918.82,9290.9,0.257371511384845,0.422914584865794,0.32,5,1.48,392.2,1625.33,-6.64,-3.98,2578.23,0.11,0.5,0.3,0.2,0.0987066031313819,0.45064669843430905,0.2702518720217835,0.18039482641252552,1324,51503.14000000001,4192.94,1059,0.7208985704560926,0.0987066031313819,High Risk
Indian,26613,Royal Kitchen,Cafe,West Auckland,1.04,35.71,478,58,2071.18,210,126,84,7499.1,4499.46,2999.64,0.216459960769862,0.374055620725267,0.29,17,5.02,421.68,848.12,896.03,537.62,806.63,0.14,0.5,0.3,0.2,0.12133891213389121,0.4393305439330544,0.26359832635983266,0.17573221757322174,420,17069.38,3088.4,336,0.702928870292887,0.12133891213389121,High Risk
Indian,26104,Curry Grill,Full-service,North Shore,1.03,37.2,1558,203,7551.6,678,406,271,25221.6,15103.2,10081.2,0.394597242539749,0.46595036315266,0.27,6,1.77,479.67,1053.09,-3292.62,-1971.69,926.18,0.15,0.5,0.3,0.2,0.13029525032092426,0.43517329910141206,0.2605905006418485,0.17394094993581516,1355,57957.59999999999,-3285.0399999999995,1084,0.6957637997432606,0.13029525032092426,Medium Risk
Indian,26145,Spice Grill,QSR,South Auckland,1.05,40.64,1020,84,3413.76,468,281,187,19019.52,11419.84,7599.68,0.235223977230489,0.353703589946963,0.31,14,4.13,772.31,1403.3,1922.35,1154.23,2351.71,0.09,0.5,0.3,0.2,0.08235294117647059,0.4588235294117647,0.2754901960784314,0.18333333333333332,936,41452.799999999996,6831.589999999999,749,0.734313725490196,0.08235294117647059,High Risk
Indian,25458,Royal Bistro,Full-service,CBD,0.99,32.89,1708,319,10491.91,694,417,278,22825.66,13715.13,9143.42,0.358053909707814,0.541396578447893,0.3,12,3.54,984.12,1054.96,-4552.59,-2735.49,-64.75,0.23,0.5,0.3,0.2,0.186768149882904,0.4063231850117096,0.24414519906323184,0.16276346604215455,1389,56176.119999999995,-6297.87,1111,0.6504683840749415,0.186768149882904,Medium Risk
Indian,26107,Tandoori Tavern,Cafe,North Shore,1.03,39.73,971,119,4727.87,426,256,170,16924.98,10170.88,6754.1,0.220234274100512,0.356106535042636,0.3,4,1.18,200.6,2003.01,2092.93,1257.72,2660.84,0.14,0.5,0.3,0.2,0.12255406797116375,0.4387229660144181,0.26364572605561276,0.17507723995880536,852,38577.829999999994,8014.5,682,0.7023686920700309,0.12255406797116375,High Risk
Indian,25744,Spice Bistro,Cafe,West Auckland,1.04,45.96,506,66,3033.36,220,132,88,10111.2,6066.72,4044.48,0.263840750865638,0.350082896370441,0.31,17,5.02,441.76,1171.11,769.22,461.53,1119.72,0.15,0.5,0.3,0.2,0.13043478260869565,0.43478260869565216,0.2608695652173913,0.17391304347826086,440,23255.760000000002,3521.58,352,0.6956521739130435,0.13043478260869565,Medium Risk
Indian,25866,Spice Corner,QSR,West Auckland,1.04,42.39,1697,208,8817.12,744,447,298,31538.16,18948.33,12632.22,0.269348163623363,0.408116451813839,0.27,8,2.36,703.28,2843.83,1656.87,995.46,3371.06,0.14,0.5,0.3,0.2,0.12256923983500295,0.4384207424867413,0.26340601060695346,0.1756040070713023,1489,71935.83,8867.22,1191,0.7018267530936948,0.12256923983500295,High Risk
Indian,25746,Bombay Kitchen,Cafe,CBD,0.99,36.31,1164,151,5482.81,506,304,203,18372.86,11038.24,7370.93,0.219539311733097,0.379697456932627,0.27,14,4.13,838.39,2197.31,2402.49,1443.4,2115.61,0.15,0.5,0.3,0.2,0.12972508591065293,0.43470790378006874,0.2611683848797251,0.17439862542955326,1013,42264.840000000004,8158.8099999999995,810,0.6958762886597938,0.12972508591065293,Medium Risk
Indian,26232,Tandoori Kitchen,QSR,North Shore,1.03,37.99,625,51,1937.49,287,172,115,10903.13,6534.28,4368.85,0.275574485715479,0.429182407120243,0.32,14,4.13,474.95,572.03,-269.93,-161.77,814.92,0.09,0.5,0.3,0.2,0.0816,0.4592,0.2752,0.184,574,23743.75,955.2499999999999,459,0.7344,0.0816,High Risk
Indian,25949,Spice Grill,Cafe,North Shore,1.03,34.8,945,116,4036.8,414,249,166,14407.2,8665.2,5776.8,0.27771425018087,0.398123694886453,0.29,14,4.13,685.58,1308.58,492.18,296.02,1187.04,0.14,0.5,0.3,0.2,0.12275132275132275,0.4380952380952381,0.2634920634920635,0.17566137566137566,829,32886.0,3283.8199999999997,663,0.7015873015873015,0.12275132275132275,High Risk
Indian,26477,Bombay Tavern,Cafe,West Auckland,1.04,45.86,1100,100,4586.0,500,300,200,22930.0,13758.0,9172.0,0.218355244267732,0.397347188158892,0.3,5,1.48,296.0,1762.39,1932.94,1159.77,3228.78,0.1,0.5,0.3,0.2,0.09090909090909091,0.45454545454545453,0.2727272727272727,0.18181818181818182,1000,50446.0,8083.880000000001,800,0.7272727272727273,0.09090909090909091,High Risk
Indian,25547,Spice Kitchen,QSR,CBD,0.99,30.69,1054,129,3959.01,462,278,185,14178.78,8531.82,5677.65,0.206030499003828,0.407672602171078,0.32,14,4.13,764.05,1529.35,940.01,565.63,1429.21,0.14,0.5,0.3,0.2,0.12239089184060721,0.43833017077798864,0.2637571157495256,0.17552182163187854,925,32347.260000000002,4464.2,740,0.7020872865275142,0.12239089184060721,High Risk
Indian,26075,Bombay Cafe,Full-service,South Auckland,1.05,33.96,2027,491,16674.36,768,461,307,26081.28,15655.56,10425.72,0.351224799279589,0.532647073408589,0.32,18,5.31,1630.17,1936.36,-5317.24,-3191.73,-419.45,0.32,0.5,0.3,0.2,0.24222989639861864,0.37888505180069065,0.22742969906265417,0.1514553527380365,1536,68836.92,-6992.06,1229,0.6063147508633449,0.24222989639861864,Medium Risk
Indian,25332,Spice Tavern,QSR,CBD,0.99,30.89,614,70,2162.3,272,163,109,8402.08,5035.07,3367.01,0.246180343739688,0.441651750309393,0.29,10,2.95,321.55,675.0,186.26,111.62,729.52,0.13,0.5,0.3,0.2,0.11400651465798045,0.44299674267100975,0.26547231270358307,0.1775244299674267,544,18966.46,1702.4,435,0.7084690553745928,0.11400651465798045,High Risk
Indian,25078,Spice Eatery,Full-service,CBD,0.99,34.5,954,184,6348.0,385,231,154,13282.5,7969.5,5313.0,0.380056269501802,0.466577301663347,0.3,6,1.77,272.58,973.57,-1947.66,-1168.6,542.26,0.24,0.5,0.3,0.2,0.1928721174004193,0.40356394129979034,0.24213836477987422,0.16142557651991615,770,32913.0,-1600.43,616,0.6457023060796646,0.1928721174004193,Medium Risk
Indian,26535,Curry Diner,Cafe,CBD,0.99,38.14,1607,159,6064.26,724,434,290,27613.36,16552.76,11060.6,0.204376494511962,0.383977796067484,0.31,11,3.25,942.5,2496.33,2806.78,1682.52,3610.55,0.11,0.5,0.3,0.2,0.09894212818917238,0.4505289359054138,0.2700684505289359,0.1804604853764779,1448,61290.98,10596.18,1158,0.7205973864343497,0.09894212818917238,High Risk
Indian,26643,Royal Grill,Full-service,CBD,0.99,33.57,1667,289,9701.73,689,413,276,23129.73,13864.41,9265.32,0.39728331787046,0.474615921708755,0.28,17,5.02,1385.52,1242.8,-3513.39,-2105.99,-198.63,0.21,0.5,0.3,0.2,0.17336532693461307,0.4133173365326935,0.247750449910018,0.16556688662267546,1378,55961.189999999995,-4575.21,1102,0.6610677864427115,0.17336532693461307,Medium Risk
Indian,25756,Spice Diner,Cafe,North Shore,1.03,32.1,616,66,2118.6,275,165,110,8827.5,5296.5,3531.0,0.227221258115023,0.372634863946587,0.31,7,2.07,227.7,847.74,795.75,477.45,1185.21,0.12,0.5,0.3,0.2,0.10714285714285714,0.44642857142857145,0.26785714285714285,0.17857142857142858,550,19773.6,3306.15,440,0.7142857142857143,0.10714285714285714,High Risk
Indian,26606,Tandoori Diner,QSR,CBD,0.99,36.96,1185,145,5359.2,520,312,208,19219.2,11531.52,7687.68,0.224772080108523,0.37316050613299,0.29,5,1.48,307.84,2154.76,2153.85,1292.31,2783.13,0.14,0.5,0.3,0.2,0.12236286919831224,0.4388185654008439,0.26329113924050634,0.17552742616033756,1040,43797.6,8384.05,832,0.7021097046413503,0.12236286919831224,High Risk
Indian,25759,Spice Cafe,QSR,North Shore,1.03,30.99,1553,178,5516.22,688,412,275,21321.12,12767.88,8522.25,0.270179027989507,0.355104209878482,0.32,16,4.72,1298.0,2067.02,1166.62,698.62,1895.43,0.13,0.5,0.3,0.2,0.11461687057308435,0.4430135222150676,0.2652929813264649,0.17707662588538314,1375,48127.47,5827.69,1100,0.7083065035415326,0.11461687057308435,High Risk
Indian,26487,Spice House,Full-service,CBD,0.99,37.63,781,141,5305.83,320,192,128,12041.6,7224.96,4816.64,0.377514863258693,0.46494656840805,0.3,9,2.66,340.48,835.87,-1715.46,-1029.28,418.33,0.22,0.5,0.3,0.2,0.18053777208706787,0.40973111395646605,0.24583866837387963,0.16389244558258642,640,29389.03,-1490.54,512,0.6555697823303457,0.18053777208706787,Medium Risk
Indian,25153,Curry Grill,Cafe,CBD,0.99,40.16,850,84,3373.44,383,230,153,15381.28,9236.8,6144.48,0.259762070644647,0.447379531897604,0.3,3,0.89,136.17,987.94,-109.85,-65.97,1663.29,0.11,0.5,0.3,0.2,0.0988235294117647,0.4505882352941176,0.27058823529411763,0.18,766,34136.0,2475.41,613,0.7211764705882353,0.0988235294117647,High Risk
Indian,25033,Spice Diner,Full-service,West Auckland,1.04,34.95,618,153,5347.35,232,140,93,8108.4,4893.0,3250.35,0.371757352666464,0.462851057504304,0.32,16,4.72,438.96,884.41,-1253.63,-756.5,98.62,0.33,0.5,0.3,0.2,0.24757281553398058,0.37540453074433655,0.22653721682847897,0.15048543689320387,465,21599.1,-1027.1000000000004,372,0.6019417475728155,0.24757281553398058,Medium Risk
Indian,26126,Spice Eatery,QSR,South Auckland,1.05,39.42,1685,139,5479.38,773,464,309,30471.66,18290.88,12180.78,0.230952102020383,0.362889633560553,0.31,3,0.89,275.01,2225.5,2930.1,1758.82,4672.31,0.09,0.5,0.3,0.2,0.08249258160237388,0.45875370919881303,0.27537091988130563,0.18338278931750743,1546,66422.7,11586.73,1237,0.7341246290801187,0.08249258160237388,High Risk
Indian,26653,Curry Tavern,Cafe,North Shore,1.03,40.32,968,88,3548.16,440,264,176,17740.8,10644.48,7096.32,0.265767632648349,0.375899662310258,0.27,14,4.13,726.88,1271.42,1567.09,940.26,1815.96,0.1,0.5,0.3,0.2,0.09090909090909091,0.45454545454545453,0.2727272727272727,0.18181818181818182,880,39029.759999999995,5594.7300000000005,704,0.7272727272727273,0.09090909090909091,High Risk
